date,value
2009-06-11,4047.199951
2009-06-12,4062.199951
2009-06-15,4031.699951
2009-06-16,3962.500000
2009-06-17,3904.100098
2009-06-18,3892.100098
2009-06-19,3899.600098
2009-06-22,3918.199951
2009-06-23,3796.899902
2009-06-24,3807.000000
2009-06-25,3856.000000
2009-06-26,3903.800049
2009-06-29,3886.899902
2009-06-30,3954.899902
2009-07-01,3874.000000
2009-07-02,3877.300049
2009-07-03,3828.199951
2009-07-06,3783.699951
2009-07-07,3766.899902
2009-07-08,3767.899902
2009-07-09,3763.300049
2009-07-10,3794.100098
2009-07-13,3737.500000
2009-07-14,3867.100098
2009-07-15,3924.500000
2009-07-16,3995.600098
2009-07-17,4000.800049
2009-07-20,4050.300049
2009-07-21,4050.699951
2009-07-22,4068.500000
2009-07-23,4064.100098
2009-07-24,4089.800049
2009-07-27,4139.600098
2009-07-28,4169.500000
2009-07-29,4142.799805
2009-07-30,4190.500000
2009-07-31,4244.000000
2009-08-03,4263.399902
2009-08-04,4309.299805
2009-08-05,4264.500000
2009-08-06,4326.299805
2009-08-07,4299.399902
2009-08-10,4304.100098
2009-08-11,4332.000000
2009-08-12,4343.100098
2009-08-13,4435.899902
2009-08-14,4461.000000
2009-08-17,4388.399902
2009-08-18,4381.600098
2009-08-19,4373.799805
2009-08-20,4377.500000
2009-08-21,4290.600098
2009-08-24,4426.100098
2009-08-25,4405.799805
2009-08-26,4454.500000
2009-08-27,4450.799805
2009-08-28,4489.600098
2009-08-31,4479.100098
2009-09-01,4514.600098
2009-09-02,4438.200195
2009-09-03,4429.600098
2009-09-04,4435.500000
2009-09-07,4454.399902
2009-09-08,4523.799805
2009-09-09,4522.200195
2009-09-10,4570.799805
2009-09-11,4596.100098
2009-09-14,4531.100098
2009-09-15,4540.299805
2009-09-16,4650.399902
2009-09-17,4714.899902
2009-09-18,4693.200195
2009-09-21,4677.399902
2009-09-22,4663.700195
2009-09-23,4734.100098
2009-09-24,4701.200195
2009-09-25,4713.299805
2009-09-28,4677.399902
2009-09-29,4753.100098
2009-09-30,4743.600098
2009-10-01,4701.100098
2009-10-02,4601.700195
2009-10-05,4573.299805
2009-10-06,4591.600098
2009-10-07,4695.700195
2009-10-08,4768.600098
2009-10-09,4752.899902
2009-10-12,4739.799805
2009-10-13,4785.700195
2009-10-14,4831.100098
2009-10-15,4859.899902
2009-10-16,4836.399902
2009-10-19,4792.799805
2009-10-20,4846.200195
2009-10-21,4838.600098
2009-10-22,4812.799805
2009-10-23,4859.399902
2009-10-26,4830.299805
2009-10-27,4753.500000
2009-10-28,4685.100098
2009-10-29,4574.700195
2009-10-30,4643.200195
2009-11-02,4540.399902
2009-11-03,4531.500000
2009-11-04,4540.100098
2009-11-05,4508.000000
2009-11-06,4594.000000
2009-11-09,4674.899902
2009-11-10,4733.600098
2009-11-11,4757.000000
2009-11-12,4747.899902
2009-11-13,4706.399902
2009-11-16,4755.200195
2009-11-17,4729.399902
2009-11-18,4739.000000
2009-11-19,4749.200195
2009-11-20,4685.799805
2009-11-23,4717.000000
2009-11-24,4685.000000
2009-11-25,4722.200195
2009-11-26,4708.600098
2009-11-27,4572.100098
2009-11-30,4701.399902
2009-12-01,4719.000000
2009-12-02,4762.399902
2009-12-03,4774.600098
2009-12-04,4702.200195
2009-12-07,4676.500000
2009-12-08,4670.600098
2009-12-09,4637.899902
2009-12-10,4606.700195
2009-12-11,4635.200195
2009-12-14,4654.000000
2009-12-15,4673.500000
2009-12-16,4661.899902
2009-12-17,4670.299805
2009-12-18,4650.500000
2009-12-21,4635.100098
2009-12-22,4704.200195
2009-12-23,4739.299805
2009-12-24,4790.899902
2009-12-29,4845.100098
2009-12-30,4833.299805
2009-12-31,4870.600098
2010-01-04,4876.299805
2010-01-05,4924.299805
2010-01-06,4921.399902
2010-01-07,4899.399902
2010-01-08,4912.100098
2010-01-11,4950.700195
2010-01-12,4899.500000
2010-01-13,4868.100098
2010-01-14,4898.000000
2010-01-15,4899.600098
2010-01-18,4911.100098
2010-01-19,4861.200195
2010-01-20,4868.200195
2010-01-21,4827.200195
2010-01-22,4750.600098
2010-01-25,4717.899902
2010-01-27,4644.600098
2010-01-28,4673.299805
2010-01-29,4569.600098
2010-02-01,4524.100098
2010-02-02,4605.299805
2010-02-03,4647.899902
2010-02-04,4621.600098
2010-02-05,4514.100098
2010-02-08,4521.399902
2010-02-09,4505.100098
2010-02-10,4513.399902
2010-02-11,4554.299805
2010-02-12,4562.100098
2010-02-15,4545.500000
2010-02-16,4567.799805
2010-02-17,4667.899902
2010-02-18,4654.899902
2010-02-19,4635.100098
2010-02-22,4717.500000
2010-02-23,4718.299805
2010-02-24,4648.500000
2010-02-25,4594.100098
2010-02-26,4637.700195
2010-03-01,4686.500000
2010-03-02,4701.899902
2010-03-03,4735.700195
2010-03-04,4750.500000
2010-03-05,4767.200195
2010-03-08,4807.899902
2010-03-09,4820.100098
2010-03-10,4820.000000
2010-03-11,4814.200195
2010-03-12,4818.100098
2010-03-15,4784.100098
2010-03-16,4797.200195
2010-03-17,4853.200195
2010-03-18,4863.100098
2010-03-19,4872.200195
2010-03-22,4830.200195
2010-03-23,4874.799805
2010-03-24,4891.500000
2010-03-25,4885.399902
2010-03-26,4896.899902
2010-03-29,4897.299805
2010-03-30,4916.799805
2010-03-31,4875.500000
2010-04-01,4907.700195
2010-04-06,4953.700195
2010-04-07,4960.899902
2010-04-08,4937.899902
2010-04-09,4948.100098
2010-04-12,4984.299805
2010-04-13,4951.600098
2010-04-14,4994.700195
2010-04-15,5001.899902
2010-04-16,4984.700195
2010-04-19,4915.100098
2010-04-20,4925.799805
2010-04-21,4954.299805
2010-04-22,4907.399902
2010-04-23,4881.500000
2010-04-27,4880.000000
2010-04-28,4822.799805
2010-04-29,4785.600098
2010-04-30,4807.399902
2010-05-03,4785.500000
2010-05-04,4737.100098
2010-05-05,4674.000000
2010-05-06,4573.200195
2010-05-07,4480.700195
2010-05-10,4599.799805
2010-05-11,4548.000000
2010-05-12,4573.000000
2010-05-13,4652.799805
2010-05-14,4611.100098
2010-05-17,4467.200195
2010-05-18,4470.700195
2010-05-19,4387.100098
2010-05-20,4316.500000
2010-05-21,4305.399902
2010-05-24,4395.399902
2010-05-25,4265.299805
2010-05-26,4307.200195
2010-05-27,4379.200195
2010-05-28,4457.500000
2010-05-31,4429.700195
2010-06-01,4413.100098
2010-06-02,4381.000000
2010-06-03,4486.000000
2010-06-04,4449.399902
2010-06-07,4325.899902
2010-06-08,4381.200195
2010-06-09,4385.299805
2010-06-10,4435.299805
2010-06-11,4505.500000
2010-06-15,4505.000000
2010-06-17,4527.299805
2010-06-18,4551.899902
2010-06-21,4612.600098
2010-06-22,4558.299805
2010-06-23,4486.100098
2010-06-24,4479.700195
2010-06-25,4413.000000
2010-06-28,4384.500000
2010-06-29,4345.700195
2010-06-30,4301.500000
2010-07-01,4237.500000
2010-07-02,4238.700195
2010-07-05,4222.100098
2010-07-06,4276.100098
2010-07-07,4254.600098
2010-07-08,4356.899902
2010-07-09,4396.299805
2010-07-12,4409.899902
2010-07-13,4380.299805
2010-07-14,4462.399902
2010-07-15,4442.600098
2010-07-16,4422.700195
2010-07-19,4358.299805
2010-07-20,4403.600098
2010-07-21,4412.700195
2010-07-22,4374.700195
2010-07-23,4458.399902
2010-07-26,4486.100098
2010-07-27,4497.399902
2010-07-28,4529.899902
2010-07-29,4524.100098
2010-07-30,4493.500000
2010-08-02,4541.600098
2010-08-03,4571.600098
2010-08-04,4542.100098
2010-08-05,4566.500000
2010-08-06,4566.100098
2010-08-09,4594.899902
2010-08-10,4540.700195
2010-08-11,4455.500000
2010-08-12,4400.899902
2010-08-13,4459.600098
2010-08-16,4438.500000
2010-08-17,4477.000000
2010-08-18,4474.899902
2010-08-19,4479.000000
2010-08-20,4430.899902
2010-08-23,4429.000000
2010-08-24,4381.299805
2010-08-25,4320.100098
2010-08-26,4356.000000
2010-08-27,4370.100098
2010-08-30,4452.700195
2010-08-31,4404.200195
2010-09-01,4495.700195
2010-09-02,4532.700195
2010-09-03,4541.200195
2010-09-06,4575.500000
2010-09-07,4573.200195
2010-09-08,4537.200195
2010-09-09,4582.200195
2010-09-10,4560.299805
2010-09-13,4614.899902
2010-09-14,4626.500000
2010-09-15,4661.500000
2010-09-16,4605.299805
2010-09-17,4638.899902
2010-09-20,4631.299805
2010-09-21,4617.500000
2010-09-22,4625.200195
2010-09-23,4633.600098
2010-09-24,4601.899902
2010-09-27,4675.399902
2010-09-28,4669.799805
2010-09-29,4645.000000
2010-09-30,4582.899902
2010-10-01,4579.200195
2010-10-04,4625.299805
2010-10-05,4606.899902
2010-10-06,4686.799805
2010-10-07,4691.299805
2010-10-08,4681.399902
2010-10-11,4697.500000
2010-10-12,4618.200195
2010-10-13,4619.899902
2010-10-14,4699.100098
2010-10-15,4689.000000
2010-10-18,4651.899902
2010-10-19,4655.700195
2010-10-20,4624.899902
2010-10-21,4622.899902
2010-10-22,4648.200195
2010-10-25,4710.000000
2010-10-26,4687.799805
2010-10-27,4648.100098
2010-10-28,4684.899902
2010-10-29,4661.600098
2010-11-01,4698.500000
2010-11-02,4701.399902
2010-11-03,4722.600098
2010-11-04,4745.299805
2010-11-05,4800.600098
2010-11-08,4778.399902
2010-11-09,4740.700195
2010-11-10,4699.799805
2010-11-11,4728.600098
2010-11-12,4692.700195
2010-11-15,4688.000000
2010-11-16,4700.299805
2010-11-17,4624.299805
2010-11-18,4640.200195
2010-11-19,4629.200195
2010-11-22,4643.500000
2010-11-23,4589.100098
2010-11-24,4584.600098
2010-11-25,4593.399902
2010-11-26,4598.299805
2010-11-29,4618.500000
2010-11-30,4584.399902
2010-12-01,4586.600098
2010-12-02,4676.200195
2010-12-03,4694.200195
2010-12-06,4688.600098
2010-12-07,4726.799805
2010-12-08,4699.899902
2010-12-09,4741.299805
2010-12-10,4745.899902
2010-12-13,4757.100098
2010-12-14,4766.899902
2010-12-15,4767.799805
2010-12-16,4784.000000
2010-12-17,4763.100098
2010-12-20,4736.600098
2010-12-21,4771.899902
2010-12-22,4778.399902
2010-12-23,4799.000000
2010-12-24,4777.299805
2010-12-29,4775.200195
2010-12-30,4790.399902
2010-12-31,4745.200195
2011-01-04,4742.500000
2011-01-05,4714.899902
2011-01-06,4725.000000
2011-01-07,4705.000000
2011-01-10,4712.299805
2011-01-11,4710.700195
2011-01-12,4724.200195
2011-01-13,4795.200195
2011-01-14,4801.500000
2011-01-17,4763.100098
2011-01-18,4801.799805
2011-01-19,4834.600098
2011-01-20,4783.700195
2011-01-21,4755.700195
2011-01-24,4786.000000
2011-01-25,4807.799805
2011-01-27,4806.100098
2011-01-28,4774.899902
2011-01-31,4753.899902
2011-02-01,4752.100098
2011-02-02,4796.500000
2011-02-03,4820.600098
2011-02-04,4862.700195
2011-02-07,4868.500000
2011-02-08,4890.399902
2011-02-09,4904.799805
2011-02-10,4914.399902
2011-02-11,4880.899902
2011-02-14,4935.799805
2011-02-15,4931.000000
2011-02-16,4930.200195
2011-02-17,4938.399902
2011-02-18,4936.700195
2011-02-21,4900.000000
2011-02-22,4856.700195
2011-02-23,4845.899902
2011-02-24,4809.299805
2011-02-25,4836.500000
2011-02-28,4831.700195
2011-03-01,4826.399902
2011-03-02,4803.200195
2011-03-03,4806.399902
2011-03-04,4864.299805
2011-03-07,4797.899902
2011-03-08,4808.200195
2011-03-09,4767.799805
2011-03-10,4699.700195
2011-03-11,4644.799805
2011-03-15,4528.700195
2011-03-16,4558.200195
2011-03-17,4555.299805
2011-03-18,4626.399902
2011-03-21,4642.799805
2011-03-22,4643.399902
2011-03-23,4652.399902
2011-03-24,4699.600098
2011-03-25,4742.600098
2011-03-28,4733.600098
2011-03-29,4755.799805
2011-03-30,4822.200195
2011-03-31,4837.899902
2011-04-01,4861.799805
2011-04-04,4886.799805
2011-04-05,4900.100098
2011-04-06,4912.899902
2011-04-07,4908.100098
2011-04-08,4940.600098
2011-04-11,4971.200195
2011-04-12,4898.700195
2011-04-13,4911.000000
2011-04-14,4884.200195
2011-04-15,4852.100098
2011-04-18,4861.899902
2011-04-19,4793.299805
2011-04-20,4859.000000
2011-04-21,4913.799805
2011-04-27,4872.899902
2011-04-28,4873.000000
2011-04-29,4823.200195
2011-05-02,4825.299805
2011-05-03,4784.600098
2011-05-04,4740.100098
2011-05-05,4753.700195
2011-05-06,4743.000000
2011-05-09,4756.799805
2011-05-10,4725.799805
2011-05-11,4780.200195
2011-05-12,4696.100098
2011-05-13,4711.399902
2011-05-16,4650.000000
2011-05-17,4683.899902
2011-05-18,4693.700195
2011-05-19,4756.399902
2011-05-20,4732.200195
2011-05-23,4643.000000
2011-05-24,4628.799805
2011-05-25,4584.700195
2011-05-26,4660.200195
2011-05-27,4684.000000
2011-05-30,4667.500000
2011-05-31,4708.299805
2011-06-01,4707.299805
2011-06-02,4600.399902
2011-06-03,4583.100098
2011-06-06,4569.100098
2011-06-07,4566.299805
2011-06-08,4536.799805
2011-06-09,4549.600098
2011-06-10,4562.100098
2011-06-14,4585.000000
2011-06-15,4566.799805
2011-06-16,4479.200195
2011-06-17,4484.899902
2011-06-20,4451.700195
2011-06-21,4508.200195
2011-06-22,4532.600098
2011-06-23,4500.500000
2011-06-24,4508.100098
2011-06-27,4461.799805
2011-06-28,4474.299805
2011-06-29,4529.500000
2011-06-30,4608.000000
2011-07-01,4591.200195
2011-07-04,4610.700195
2011-07-05,4598.100098
2011-07-06,4605.000000
2011-07-07,4605.500000
2011-07-08,4654.700195
2011-07-11,4582.299805
2011-07-12,4495.399902
2011-07-13,4514.799805
2011-07-14,4490.700195
2011-07-15,4473.500000
2011-07-18,4472.000000
2011-07-19,4468.100098
2011-07-20,4549.700195
2011-07-21,4556.000000
2011-07-22,4602.899902
2011-07-25,4530.399902
2011-07-26,4573.299805
2011-07-27,4537.399902
2011-07-28,4463.799805
2011-07-29,4424.600098
2011-08-02,4433.600098
2011-08-03,4332.799805
2011-08-04,4276.500000
2011-08-05,4105.399902
2011-08-08,3986.100098
2011-08-09,4034.800049
2011-08-10,4141.299805
2011-08-11,4140.799805
2011-08-12,4172.600098
2011-08-15,4282.899902
2011-08-16,4247.299805
2011-08-17,4303.899902
2011-08-18,4251.200195
2011-08-19,4101.899902
2011-08-22,4082.300049
2011-08-23,4173.399902
2011-08-24,4167.600098
2011-08-25,4212.799805
2011-08-26,4200.000000
2011-08-29,4263.299805
2011-08-30,4269.200195
2011-08-31,4296.500000
2011-09-01,4307.500000
2011-09-02,4242.899902
2011-09-05,4141.899902
2011-09-06,4075.500000
2011-09-07,4183.399902
2011-09-08,4188.000000
2011-09-09,4194.700195
2011-09-12,4038.500000
2011-09-13,4072.699951
2011-09-14,4005.800049
2011-09-15,4071.699951
2011-09-16,4149.399902
2011-09-19,4081.500000
2011-09-20,4040.199951
2011-09-21,4071.800049
2011-09-22,3964.899902
2011-09-23,3903.199951
2011-09-26,3863.899902
2011-09-27,4004.600098
2011-09-28,4039.500000
2011-09-29,4008.300049
2011-09-30,4008.600098
2011-10-04,3872.100098
2011-10-05,3926.500000
2011-10-06,4069.899902
2011-10-07,4162.899902
2011-10-11,4227.600098
2011-10-12,4204.299805
2011-10-13,4244.500000
2011-10-14,4205.600098
2011-10-17,4275.399902
2011-10-18,4186.899902
2011-10-19,4213.700195
2011-10-20,4144.899902
2011-10-21,4141.899902
2011-10-24,4255.000000
2011-10-25,4227.899902
2011-10-26,4242.500000
2011-10-27,4348.200195
2011-10-28,4353.299805
2011-10-31,4298.100098
2011-11-02,4184.600098
2011-11-03,4171.799805
2011-11-04,4281.100098
2011-11-07,4273.399902
2011-11-08,4293.799805
2011-11-09,4346.100098
2011-11-10,4244.100098
2011-11-11,4296.500000
2011-11-14,4304.600098
2011-11-15,4285.600098
2011-11-16,4247.399902
2011-11-17,4258.200195
2011-11-18,4177.000000
2011-11-21,4163.000000
2011-11-22,4133.000000
2011-11-23,4051.000000
2011-11-24,4044.199951
2011-11-25,3984.300049
2011-11-28,4058.199951
2011-11-29,4102.100098
2011-11-30,4119.799805
2011-12-01,4228.600098
2011-12-02,4288.000000
2011-12-05,4321.299805
2011-12-06,4262.000000
2011-12-07,4292.500000
2011-12-08,4280.700195
2011-12-09,4203.000000
2011-12-12,4252.799805
2011-12-13,4193.399902
2011-12-14,4190.500000
2011-12-15,4139.799805
2011-12-16,4159.200195
2011-12-19,4060.399902
2011-12-20,4053.100098
2011-12-21,4139.500000
2011-12-22,4090.800049
2011-12-23,4140.399902
2011-12-28,4088.800049
2011-12-29,4071.100098
2011-12-30,4056.600098
2012-01-03,4101.200195
2012-01-04,4187.799805
2012-01-05,4142.700195
2012-01-06,4108.500000
2012-01-09,4105.399902
2012-01-10,4152.200195
2012-01-11,4187.500000
2012-01-12,4181.000000
2012-01-13,4195.899902
2012-01-17,4215.600098
2012-01-18,4217.899902
2012-01-19,4214.799805
2012-01-20,4239.600098
2012-01-23,4225.100098
2012-01-24,4224.200195
2012-01-25,4271.299805
2012-01-27,4288.399902
2012-01-30,4272.700195
2012-01-31,4262.700195
2012-02-01,4225.700195
2012-02-02,4267.799805
2012-02-03,4251.200195
2012-02-06,4296.000000
2012-02-07,4274.200195
2012-02-08,4290.700195
2012-02-09,4282.899902
2012-02-10,4245.299805
2012-02-13,4285.100098
2012-02-14,4242.799805
2012-02-15,4253.399902
2012-02-16,4181.899902
2012-02-17,4195.899902
2012-02-20,4256.100098
2012-02-21,4291.200195
2012-02-22,4293.100098
2012-02-23,4286.200195
2012-02-24,4306.799805
2012-02-27,4267.399902
2012-02-28,4262.700195
2012-02-29,4298.500000
2012-03-01,4255.500000
2012-03-02,4273.100098
2012-03-05,4263.000000
2012-03-06,4204.700195
2012-03-07,4143.700195
2012-03-08,4171.000000
2012-03-09,4212.000000
2012-03-12,4196.700195
2012-03-13,4247.600098
2012-03-14,4287.200195
2012-03-15,4277.799805
2012-03-16,4276.200195
2012-03-19,4290.799805
2012-03-20,4275.000000
2012-03-21,4254.299805
2012-03-22,4273.700195
2012-03-23,4270.399902
2012-03-26,4262.799805
2012-03-27,4301.299805
2012-03-28,4343.500000
2012-03-29,4337.899902
2012-03-30,4335.200195
2012-04-02,4329.299805
2012-04-03,4337.000000
2012-04-04,4333.899902
2012-04-05,4319.799805
2012-04-10,4292.299805
2012-04-12,4280.600098
2012-04-13,4323.299805
2012-04-16,4302.299805
2012-04-17,4288.799805
2012-04-18,4348.700195
2012-04-19,4362.700195
2012-04-20,4366.500000
2012-04-23,4352.399902
2012-04-24,4360.399902
2012-04-26,4375.200195
2012-04-27,4362.100098
2012-04-30,4396.600098
2012-05-01,4429.500000
2012-05-02,4435.899902
2012-05-03,4429.000000
2012-05-04,4396.000000
2012-05-07,4301.299805
2012-05-08,4314.399902
2012-05-09,4275.100098
2012-05-10,4295.600098
2012-05-11,4285.100098
2012-05-14,4297.000000
2012-05-15,4266.299805
2012-05-16,4165.500000
2012-05-17,4157.399902
2012-05-18,4046.500000
2012-05-21,4073.600098
2012-05-22,4121.000000
2012-05-23,4067.000000
2012-05-24,4055.800049
2012-05-25,4029.199951
2012-05-28,4068.000000
2012-05-29,4114.399902
2012-05-30,4094.199951
2012-05-31,4076.300049
2012-06-01,4063.899902
2012-06-04,3985.000000
2012-06-05,4043.699951
2012-06-06,4055.300049
2012-06-07,4108.600098
2012-06-08,4063.699951
2012-06-12,4072.899902
2012-06-13,4063.800049
2012-06-14,4042.199951
2012-06-15,4057.300049
2012-06-18,4136.899902
2012-06-19,4123.299805
2012-06-20,4132.399902
2012-06-21,4087.600098
2012-06-22,4048.199951
2012-06-25,4027.800049
2012-06-26,4013.300049
2012-06-27,4043.199951
2012-06-28,4044.800049
2012-06-29,4094.600098
2012-07-02,4133.000000
2012-07-03,4127.200195
2012-07-04,4172.200195
2012-07-05,4169.200195
2012-07-06,4157.799805
2012-07-09,4118.299805
2012-07-10,4098.000000
2012-07-11,4096.500000
2012-07-12,4068.000000
2012-07-13,4082.199951
2012-07-16,4105.100098
2012-07-17,4140.799805
2012-07-18,4123.600098
2012-07-19,4206.700195
2012-07-20,4199.100098
2012-07-23,4128.899902
2012-07-24,4133.200195
2012-07-25,4123.899902
2012-07-26,4147.700195
2012-07-27,4209.799805
2012-07-30,4245.700195
2012-07-31,4269.200195
2012-08-01,4262.799805
2012-08-02,4269.500000
2012-08-03,4221.500000
2012-08-06,4272.600098
2012-08-07,4291.600098
2012-08-08,4312.600098
2012-08-09,4308.299805
2012-08-10,4277.299805
2012-08-13,4283.299805
2012-08-14,4292.200195
2012-08-15,4281.200195
2012-08-16,4330.200195
2012-08-17,4370.100098
2012-08-20,4364.299805
2012-08-21,4383.399902
2012-08-22,4376.000000
2012-08-23,4383.700195
2012-08-24,4349.000000
2012-08-27,4343.700195
2012-08-28,4359.399902
2012-08-29,4356.399902
2012-08-30,4315.700195
2012-08-31,4316.100098
2012-09-03,4329.700195
2012-09-04,4303.500000
2012-09-05,4278.799805
2012-09-06,4312.899902
2012-09-07,4325.799805
2012-09-10,4333.799805
2012-09-11,4325.799805
2012-09-12,4361.299805
2012-09-13,4339.399902
2012-09-14,4390.000000
2012-09-17,4402.500000
2012-09-18,4394.700195
2012-09-19,4418.399902
2012-09-20,4397.200195
2012-09-21,4408.299805
2012-09-24,4385.500000
2012-09-25,4372.899902
2012-09-26,4361.600098
2012-09-27,4384.200195
2012-09-28,4387.000000
2012-10-01,4388.600098
2012-10-02,4433.000000
2012-10-03,4438.600098
2012-10-04,4452.399902
2012-10-05,4494.399902
2012-10-08,4481.899902
2012-10-09,4505.299805
2012-10-10,4490.700195
2012-10-11,4483.500000
2012-10-12,4486.600098
2012-10-15,4483.399902
2012-10-16,4491.500000
2012-10-17,4528.200195
2012-10-18,4559.399902
2012-10-19,4571.100098
2012-10-22,4541.000000
2012-10-23,4543.100098
2012-10-24,4505.799805
2012-10-25,4510.500000
2012-10-26,4472.399902
2012-10-29,4476.899902
2012-10-30,4485.700195
2012-10-31,4517.000000
2012-11-01,4457.600098
2012-11-02,4460.100098
2012-11-05,4474.100098
2012-11-06,4484.799805
2012-11-07,4516.500000
2012-11-08,4483.799805
2012-11-09,4462.000000
2012-11-12,4448.000000
2012-11-13,4379.799805
2012-11-14,4388.399902
2012-11-15,4349.299805
2012-11-16,4336.799805
2012-11-19,4361.399902
2012-11-20,4385.700195
2012-11-21,4369.500000
2012-11-22,4413.100098
2012-11-23,4413.000000
2012-11-26,4424.200195
2012-11-27,4456.799805
2012-11-28,4447.299805
2012-11-29,4477.700195
2012-11-30,4506.000000
2012-12-03,4531.500000
2012-12-04,4503.600098
2012-12-05,4520.399902
2012-12-06,4509.299805
2012-12-07,4551.799805
2012-12-10,4557.899902
2012-12-11,4576.000000
2012-12-12,4583.799805
2012-12-13,4582.799805
2012-12-14,4583.100098
2012-12-17,4573.399902
2012-12-18,4595.200195
2012-12-19,4617.799805
2012-12-20,4634.100098
2012-12-21,4623.600098
2012-12-24,4635.200195
2012-12-27,4648.000000
2012-12-28,4671.299805
2012-12-31,4649.000000
2013-01-02,4705.899902
2013-01-03,4740.700195
2013-01-04,4723.799805
2013-01-07,4717.299805
2013-01-08,4690.299805
2013-01-09,4708.100098
2013-01-10,4723.000000
2013-01-11,4709.500000
2013-01-14,4719.700195
2013-01-15,4716.600098
2013-01-16,4738.399902
2013-01-17,4756.600098
2013-01-18,4771.200195
2013-01-21,4777.500000
2013-01-22,4779.100098
2013-01-23,4787.799805
2013-01-24,4810.200195
2013-01-25,4835.200195
2013-01-29,4889.000000
2013-01-30,4896.700195
2013-01-31,4878.799805
2013-02-01,4921.100098
2013-02-04,4907.500000
2013-02-05,4882.700195
2013-02-06,4921.000000
2013-02-07,4935.700195
2013-02-08,4971.299805
2013-02-11,4959.500000
2013-02-12,4959.000000
2013-02-13,5003.700195
2013-02-14,5036.899902
2013-02-15,5033.899902
2013-02-18,5063.399902
2013-02-19,5081.899902
2013-02-20,5098.700195
2013-02-21,4980.100098
2013-02-22,5018.100098
2013-02-25,5055.799805
2013-02-26,5003.600098
2013-02-27,5036.600098
2013-02-28,5104.100098
2013-03-01,5086.100098
2013-03-04,5010.500000
2013-03-05,5075.399902
2013-03-06,5116.799805
2013-03-07,5109.200195
2013-03-08,5123.399902
2013-03-11,5146.899902
2013-03-12,5117.899902
2013-03-13,5092.399902
2013-03-14,5032.200195
2013-03-15,5120.200195
2013-03-18,5015.399902
2013-03-19,4987.399902
2013-03-20,4967.399902
2013-03-21,4959.399902
2013-03-22,4967.299805
2013-03-25,4990.200195
2013-03-26,4950.200195
2013-03-27,4995.000000
2013-03-28,4966.500000
2013-04-02,4985.500000
2013-04-03,4957.700195
2013-04-04,4913.500000
2013-04-05,4891.399902
2013-04-08,4905.500000
2013-04-09,4976.799805
2013-04-10,4968.000000
2013-04-11,5007.100098
2013-04-12,5013.500000
2013-04-15,4967.899902
2013-04-16,4950.799805
2013-04-17,5004.600098
2013-04-18,4924.399902
2013-04-19,4931.899902
2013-04-22,4966.600098
2013-04-23,5016.200195
2013-04-24,5102.399902
2013-04-26,5097.500000
2013-04-29,5125.799805
2013-04-30,5191.200195
2013-05-01,5166.200195
2013-05-02,5130.000000
2013-05-03,5129.500000
2013-05-06,5156.200195
2013-05-07,5143.700195
2013-05-08,5199.799805
2013-05-09,5198.399902
2013-05-10,5206.100098
2013-05-13,5210.299805
2013-05-14,5221.000000
2013-05-15,5191.700195
2013-05-16,5165.700195
2013-05-17,5180.799805
2013-05-20,5209.000000
2013-05-21,5180.100098
2013-05-22,5165.399902
2013-05-23,5062.399902
2013-05-24,4983.500000
2013-05-27,4959.899902
2013-05-28,4970.700195
2013-05-29,4974.700195
2013-05-30,4930.700195
2013-05-31,4926.600098
2013-06-03,4888.299805
2013-06-04,4900.799805
2013-06-05,4835.200195
2013-06-06,4781.200195
2013-06-07,4737.700195
2013-06-11,4757.100098
2013-06-12,4724.500000
2013-06-13,4695.799805
2013-06-14,4791.799805
2013-06-17,4825.899902
2013-06-18,4814.399902
2013-06-19,4861.399902
2013-06-20,4758.399902
2013-06-21,4738.799805
2013-06-24,4669.100098
2013-06-25,4656.000000
2013-06-26,4731.700195
2013-06-27,4811.299805
2013-06-28,4802.600098
2013-07-01,4710.299805
2013-07-02,4834.000000
2013-07-03,4744.100098
2013-07-04,4794.700195
2013-07-05,4841.700195
2013-07-08,4809.500000
2013-07-09,4881.700195
2013-07-10,4901.399902
2013-07-11,4965.700195
2013-07-12,4973.899902
2013-07-15,4981.100098
2013-07-16,4986.000000
2013-07-17,4981.700195
2013-07-18,4993.399902
2013-07-19,4972.100098
2013-07-22,5001.899902
2013-07-23,5017.100098
2013-07-24,5035.100098
2013-07-25,5035.600098
2013-07-26,5042.000000
2013-07-29,5046.299805
2013-07-30,5047.200195
2013-07-31,5052.000000
2013-08-01,5061.500000
2013-08-02,5116.799805
2013-08-05,5111.299805
2013-08-06,5105.600098
2013-08-07,5011.299805
2013-08-08,5064.799805
2013-08-09,5055.200195
2013-08-12,5108.700195
2013-08-13,5157.700195
2013-08-14,5157.399902
2013-08-15,5152.399902
2013-08-16,5113.899902
2013-08-19,5112.500000
2013-08-20,5078.200195
2013-08-21,5100.000000
2013-08-22,5075.700195
2013-08-23,5123.399902
2013-08-26,5135.399902
2013-08-27,5141.200195
2013-08-28,5087.200195
2013-08-29,5092.399902
2013-08-30,5135.000000
2013-09-02,5188.299805
2013-09-03,5196.600098
2013-09-04,5161.600098
2013-09-05,5142.500000
2013-09-06,5145.000000
2013-09-09,5181.500000
2013-09-10,5201.200195
2013-09-11,5234.399902
2013-09-12,5242.500000
2013-09-13,5219.600098
2013-09-16,5248.000000
2013-09-17,5251.200195
2013-09-18,5238.100098
2013-09-19,5295.600098
